"Company";"TypeName";"Inches";"Screen_size";"ScreenResolution_Width";"ScreenResolution_Length";"PPI";"Has_Touch_Screen";"Has_IPS_Panel";"Cpu_Brand";"CPU_Model";"Processing_speed";"Ram";"memory_type";"primary_memory";"secondary_memory";"weight";"price";"Intel";"AMD";"Nvidia";"macOS";"Windows";"Linux";"Android"
"Dell";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i3";2.4;8;"HDD";1024;0;2.3;24455;1;0;0;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;2.1;23922;1;0;0;0;1;0;0
"MSI";"Gaming";18.4;"High";1080;1920;120;0;0;"Intel";"Core i7";2.9;32;"SSD";512;1024;4.4;149130;0;0;1;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.5;8;"SSD";128;1024;1.9;43316;0;1;0;0;1;0;0
"HP";"2 in 1 Convertible";13.3;"Small";2160;3840;331;1;1;"Intel";"Core i5";1.6;8;"SSD";256;0;1.3;79866;1;0;0;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";1.8;16;"SSD";256;2048;2.0;55890;0;1;0;0;0;1;0
"Dell";"Ultrabook";13.3;"Small";1080;1920;166;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;1.2;74538;1;0;0;0;1;0;0
"Lenovo";"2 in 1 Convertible";13.9;"Small";2160;3840;317;1;1;"Intel";"Core i7";1.8;16;"SSD";512;0;1.4;98514;1;0;0;0;1;0;0
"Toshiba";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i5";2.5;8;"SSD";128;0;2.0;42251;1;0;0;0;1;0;0
"Xiaomi";"Notebook";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i5";1.6;8;"SSD";256;0;2.0;63882;0;0;1;0;0;0;0
"Dell";"Notebook";17.3;"High";1080;1920;127;1;0;"Intel";"Core i7";1.8;16;"SSD";512;0;2.8;82530;0;0;1;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";2160;3840;282;1;0;"Intel";"Core i7";2.8;16;"SSD";512;0;2.1;127712;0;0;1;0;1;0;0
"Lenovo";"Gaming";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;2.4;41505;0;0;1;0;0;0;0
"Acer";"Ultrabook";13.3;"Small";1080;1920;166;0;1;"Intel";"Core i5";1.2;8;"SSD";256;0;1.1;52693;1;0;0;0;1;0;0
"Dell";"Notebook";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";1.8;8;"SSD";128;1024;2.8;57808;0;1;0;0;1;0;0
"Vero";"Notebook";14.0;"Small";1080;1920;157;0;1;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;1.3;13852;1;0;0;0;1;0;0
"Xiaomi";"Ultrabook";13.3;"Small";1080;1920;166;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;1.3;53274;0;0;1;0;0;0;0
"Lenovo";"Notebook";17.3;"High";900;1600;106;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;2.8;37189;0;0;1;0;0;0;0
"Dell";"2 in 1 Convertible";13.3;"Small";1080;1920;166;1;1;"Intel";"Core i7";1.8;8;"HDD";1024;0;1.6;44701;1;0;0;0;1;0;0
"HP";"Notebook";17.3;"High";1080;1920;127;0;1;"Intel";"Core i5";1.6;8;"HDD";1024;0;2.5;48697;0;0;1;0;1;0;0
"Razer";"Gaming";17.3;"High";2160;3840;255;1;0;"Intel";"Core i7";2.9;32;"SSD";1024;0;3.5;324954;0;0;1;0;1;0;0
"HP";"Notebook";13.3;"Small";1080;1920;166;0;0;"Intel";"Core i5";1.6;8;"SSD";512;0;1.5;51095;1;0;0;0;1;0;0
"HP";"Gaming";17.3;"High";1080;1920;127;0;1;"Intel";"Core i7";2.8;16;"SSD";256;1024;3.4;73473;0;0;1;0;1;0;0
"HP";"Notebook";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;2.5;55677;0;0;1;0;1;0;0
"Dell";"Gaming";15.6;"Moderate";2160;3840;282;0;1;"Intel";"Core i7";2.8;16;"SSD";512;1024;2.7;98301;0;0;1;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i5";2.3;4;"SSD";128;0;2.1;26267;1;0;0;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;2.2;39533;0;0;1;0;1;0;0
"Lenovo";"Gaming";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";2.8;16;"SSD";512;1024;3.2;93186;0;0;1;0;1;0;0
"Dell";"Workstation";15.6;"Moderate";2160;3840;282;0;0;"Intel";"Xeon E3-1505M";3.0;16;"SSD";256;1024;2.8;162770;0;0;1;0;1;0;0
"Lenovo";"Gaming";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.8;16;"SSD";512;0;2.4;74485;0;0;1;0;0;0;0
"Dell";"Notebook";15.6;"Moderate";768;1366;100;1;0;"Intel";"Core i3";2.4;6;"HDD";1024;0;2.3;23389;1;0;0;0;1;0;0
"Dell";"Ultrabook";13.3;"Small";2160;3840;331;1;1;"Intel";"Core i7";1.8;8;"SSD";256;0;1.2;103842;1;0;0;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;2.4;41505;0;0;1;0;0;1;0
"Asus";"Gaming";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";2.8;16;"SSD";256;1024;2.9;74964;0;0;1;0;1;0;0
"HP";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;2.1;18594;1;0;0;0;0;0;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;2.2;29250;1;0;0;0;0;0;0
"Huawei";"Ultrabook";13.0;"Small";1440;2160;200;0;1;"Intel";"Core i7";2.7;8;"SSD";512;0;1.1;79866;1;0;0;0;1;0;0
"Dell";"Ultrabook";13.3;"Small";1080;1920;166;0;1;"Intel";"Core i7";1.8;8;"SSD";256;0;1.4;49650;0;1;0;0;1;0;0
"Lenovo";"Notebook";17.3;"High";900;1600;106;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;2.8;31381;0;0;1;0;0;0;0
"HP";"Notebook";14.0;"Small";1080;1920;157;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;1.6;54931;0;0;1;0;1;0;0
"Dell";"Ultrabook";14.0;"Small";1080;1920;157;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;1.6;61218;1;0;0;0;1;0;0
"Dell";"2 in 1 Convertible";13.3;"Small";1080;1920;166;1;0;"Intel";"Core i7";1.8;16;"SSD";512;0;1.6;68145;1;0;0;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;2.2;36089;0;1;0;0;0;1;0
"Lenovo";"2 in 1 Convertible";14.0;"Small";1080;1920;157;0;1;"Intel";"Core i5";1.6;8;"SSD";256;0;1.7;47898;1;0;0;0;1;0;0
"Toshiba";"Ultrabook";13.3;"Small";1080;1920;166;0;0;"Intel";"Core i7";2.5;8;"SSD";256;0;1.2;72620;1;0;0;0;1;0;0
"HP";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";1.6;8;"HDD";1024;0;2.1;42304;1;0;0;0;1;0;0
"Dell";"Gaming";17.3;"High";1080;1920;127;0;1;"Intel";"Core i7";2.8;16;"SSD";256;1024;4.4;130873;0;0;1;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;2.2;44328;0;0;1;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;1;0;"Intel";"Core i7";2.7;16;"HDD";1024;0;2.3;45768;0;1;0;0;1;0;0
"Asus";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;2.0;40972;0;0;1;0;1;0;0
"Asus";"Notebook";17.3;"High";1080;1920;127;0;0;"Intel";"Core i5";2.5;8;"SSD";256;500;2.7;47472;0;0;1;0;1;0;0
"HP";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;1.9;67612;0;1;0;0;1;0;0
"Asus";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;2.4;21258;1;0;0;0;1;0;0
"HP";"Notebook";15.6;"Moderate";768;1366;100;0;0;"AMD";"E-Series 9000e";1.5;4;"HDD";500;0;2.1;17582;0;1;0;0;1;0;0
"Lenovo";"Gaming";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";2.8;16;"SSD";256;1024;3.2;79866;0;0;1;0;1;0;0
"Dell";"Notebook";14.0;"Small";1080;1920;157;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;1.6;45767;1;0;0;0;1;0;0
"Acer";"2 in 1 Convertible";13.3;"Small";1080;1920;166;1;1;"Intel";"Core i5";2.3;8;"SSD";256;0;1.6;36709;1;0;0;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.7;16;"SSD";256;0;2.4;47898;0;1;0;0;0;1;0
"Acer";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;2.1;20779;1;0;0;0;0;1;0
"Asus";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"AMD";"A10-Series A10-9620P";2.5;4;"SSD";128;1024;2.2;30636;0;1;0;0;1;0;0
"Asus";"Gaming";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";2.9;32;"SSD";512;1024;4.7;207259;0;0;1;0;1;0;0
"Acer";"Gaming";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;2.5;45074;0;0;1;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i3";2.0;8;"SSD";128;0;7.2;31381;1;0;0;0;1;0;0
"Asus";"Notebook";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";1.8;8;"SSD";128;1024;2.1;61005;0;0;1;0;1;0;0
"Asus";"Notebook";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";2.7;8;"SSD";128;1024;2.7;47365;0;0;1;0;0;0;0
"Dell";"Gaming";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;2.6;46833;0;0;1;0;1;0;0
"Lenovo";"2 in 1 Convertible";13.9;"Small";1080;1920;158;1;1;"Intel";"Core i7";2.7;8;"SSD";256;0;1.4;57489;1;0;0;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";1.8;8;"SSD";128;2048;2.2;52480;0;1;0;0;1;0;0
"HP";"Notebook";15.6;"Moderate";768;1366;100;1;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;2.0;29783;1;0;0;0;1;0;0
"Asus";"Gaming";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";2.9;16;"SSD";256;0;3.6;159786;0;0;1;0;1;0;0
"HP";"Notebook";13.3;"Small";1080;1920;166;0;1;"Intel";"Core i5";1.6;4;"HDD";500;0;1.5;35964;1;0;0;0;1;0;0
"Apple";"Ultrabook";13.3;"Small";1600;2560;227;0;1;"Intel";"Core i5";3.1;8;"SSD";512;0;1.4;108691;1;0;0;1;0;0;0
"Dell";"2 in 1 Convertible";15.6;"Moderate";1080;1920;141;1;1;"Intel";"Core i7";1.8;8;"HDD";1024;0;2.1;43636;1;0;0;0;1;0;0
"Asus";"Gaming";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";2.8;16;"SSD";256;1024;4.3;95850;0;0;1;0;1;0;0
"Asus";"Notebook";15.6;"Moderate";768;1366;100;0;0;"AMD";"A9-Series 9420";3.0;4;"HDD";1024;0;1.7;24988;0;1;0;0;1;0;0
"Lenovo";"2 in 1 Convertible";13.9;"Small";1080;1920;158;1;1;"Intel";"Core i7";1.8;8;"SSD";512;0;1.4;98514;1;0;0;0;1;0;0
"Acer";"Notebook";17.3;"High";1080;1920;127;0;1;"Intel";"Core i3";2.7;4;"SSD";256;0;3.0;37402;0;0;1;0;1;0;0
"Dell";"Ultrabook";13.3;"Small";1080;1920;166;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;1.4;50562;1;0;0;0;1;0;0
"HP";"Notebook";15.6;"Moderate";768;1366;100;0;0;"AMD";"A6-Series A6-9220";2.5;8;"SSD";128;0;1.9;23757;0;1;0;0;1;0;0
"HP";"Notebook";17.3;"High";1080;1920;127;0;1;"Intel";"Core i7";1.8;16;"HDD";1024;0;2.9;56423;0;0;1;0;1;0;0
"MSI";"Gaming";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";2.8;16;"SSD";512;1024;4.1;133146;0;0;1;0;1;0;0
"Lenovo";"2 in 1 Convertible";15.6;"Moderate";1080;1920;141;1;1;"Intel";"Core i7";2.8;8;"SSD";512;0;2.0;90522;0;0;1;0;1;0;0
"Dell";"Notebook";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";1.8;8;"SSD";128;1024;2.8;60845;0;1;0;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i3";2.0;4;"SSD";256;0;2.2;23656;1;0;0;0;0;0;0
"HP";"Notebook";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i5";1.6;4;"HDD";500;0;2.1;38468;1;0;0;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;2.2;35004;1;0;0;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;2.2;30103;0;1;0;0;1;0;0
"Dell";"2 in 1 Convertible";15.6;"Moderate";1080;1920;141;1;0;"Intel";"Core i5";1.6;8;"SSD";256;0;2.7;42570;1;0;0;0;1;0;0
"Asus";"2 in 1 Convertible";13.3;"Small";1080;1920;166;1;0;"Intel";"Core i7";1.8;8;"SSD";512;512;4.1;79866;1;0;0;0;1;0;0
"HP";"Notebook";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";1.8;8;"HDD";1024;0;2.5;54239;0;0;1;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;2.1;46886;1;0;0;0;1;0;0
"Apple";"Ultrabook";13.3;"Small";1600;2560;227;0;1;"Intel";"Core i5";2.9;8;"SSD";512;0;1.4;104370;1;0;0;1;0;0;0
"Asus";"Gaming";17.3;"High";1080;1920;127;0;0;"AMD";"Ryzen 1700";3.0;16;"SSD";256;1024;3.2;82530;0;1;0;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;2.1;39164;0;1;0;0;0;1;0
"Lenovo";"2 in 1 Convertible";14.0;"Small";1440;2560;210;1;0;"Intel";"Core i7";2.6;16;"SSD";512;0;1.4;133146;1;0;0;0;1;0;0
"Toshiba";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i7";2.5;8;"HDD";500;0;2.2;43263;0;0;1;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i7";2.7;12;"HDD";1024;0;2.3;37992;1;0;0;0;1;0;0
"Dell";"Notebook";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";1.8;8;"SSD";128;1024;2.8;58554;0;1;0;0;0;1;0
"Acer";"Notebook";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";1.8;8;"HDD";1024;0;2.2;39693;0;0;1;0;1;0;0
"Lenovo";"Notebook";17.3;"High";900;1600;106;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;2.8;26053;1;0;0;0;1;0;0
"Lenovo";"Notebook";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";1.8;8;"HDD";2048;0;2.8;45234;0;0;1;0;0;0;0
"Lenovo";"Notebook";17.3;"High";900;1600;106;0;0;"Intel";"Core i7";2.7;6;"SSD";128;1024;2.8;45767;0;0;1;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;2.3;22803;0;1;0;0;0;1;0
"Lenovo";"Gaming";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;2.5;44169;0;0;1;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.5;6;"SSD";256;0;2.2;30849;1;0;0;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";1.8;8;"SSD";256;0;3.0;50669;0;0;1;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";1080;1920;141;1;1;"Intel";"Core i7";2.7;12;"HDD";1024;0;2.2;35111;1;0;0;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;2.0;58448;1;0;0;0;1;0;0
"Asus";"Ultrabook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;1.7;52054;0;0;1;0;1;0;0
"Lenovo";"Gaming";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";2.8;16;"SSD";256;1024;2.5;62817;0;0;1;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;2.2;35112;0;0;1;0;0;0;0
"Acer";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Celeron Dual";1.5;2;"SSD";16;0;2.2;10602;1;0;0;0;0;0;1
"Asus";"Gaming";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;3.0;63243;0;0;1;0;1;0;0
"HP";"Notebook";17.3;"High";900;1600;106;0;0;"Intel";"Core i3";2.0;8;"HDD";1024;0;2.5;26053;1;0;0;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;2.0;97449;0;0;1;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;2.1;39373;1;0;0;0;1;0;0
"Lenovo";"Gaming";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";2.8;8;"HDD";1024;0;3.2;69210;0;0;1;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;2.5;52161;0;0;1;0;0;1;0
"Dell";"Workstation";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";2.9;16;"SSD";256;0;3.4;153705;0;0;1;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"AMD";"A10-Series 9600P";2.4;6;"HDD";1024;0;2.4;26586;0;1;0;0;1;0;0
"Asus";"Ultrabook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.7;16;"SSD";512;0;1.6;78215;0;0;1;0;1;0;0
"Asus";"Notebook";14.0;"Small";768;1366;112;0;0;"Intel";"Core i3";2.4;4;"SSD";128;0;1.3;27119;1;0;0;0;1;0;0
"Asus";"Gaming";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";2.8;16;"SSD";256;1024;2.9;113060;0;0;1;0;1;0;0
"Lenovo";"Notebook";17.3;"High";900;1600;106;0;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;5.8;34578;0;0;1;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i5";2.5;8;"HDD";2048;0;2.2;29250;0;0;1;0;0;0;0
"Asus";"Gaming";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.8;8;"SSD";128;1024;2.5;67399;0;0;1;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;2.2;19180;1;0;0;0;0;0;0
"HP";"2 in 1 Convertible";13.3;"Small";1080;1920;166;1;0;"Intel";"Core i7";2.8;16;"SSD";256;0;1.3;105228;1;0;0;0;1;0;0
"Toshiba";"Notebook";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";2.5;8;"SSD";256;0;2.2;55571;0;0;1;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.5;8;"SSD";128;1024;2.3;43636;0;0;1;0;1;0;0
"HP";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;1.9;24988;1;0;0;0;1;0;0
"Lenovo";"Notebook";13.3;"Small";1080;1920;166;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;1.1;53226;1;0;0;0;1;0;0
"Dell";"Ultrabook";13.3;"Small";2160;3840;331;1;1;"Intel";"Core i7";1.8;16;"SSD";1024;0;1.2;133146;1;0;0;0;1;0;0
"MSI";"Gaming";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";2.8;16;"SSD";256;1024;2.8;111834;0;0;1;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"AMD";"A8-Series 7410";2.2;8;"SSD";256;0;2.2;24988;0;1;0;0;1;0;0
"Asus";"2 in 1 Convertible";11.6;"Small";768;1366;135;1;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;1.1;14652;1;0;0;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";1.6;8;"SSD";128;1024;2.3;44968;0;1;0;0;1;0;0
"HP";"2 in 1 Convertible";13.3;"Small";2160;3840;331;1;1;"Intel";"Core i7";1.8;16;"SSD";1024;0;1.3;130482;1;0;0;0;1;0;0
"Lenovo";"Notebook";13.3;"Small";768;1366;118;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;1.5;24503;1;0;0;0;0;0;1
"HP";"Notebook";14.0;"Small";1080;1920;157;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;2.0;52214;1;0;0;0;1;0;0
"Acer";"Notebook";11.6;"Small";768;1366;135;0;0;"Intel";"Pentium Quad";1.6;4;"Flash Storage";128;0;1.4;25840;1;0;0;0;1;0;0
"HP";"Notebook";14.0;"Small";1080;1920;157;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;1.5;68837;1;0;0;0;1;0;0
"Lenovo";"Notebook";17.3;"High";900;1600;106;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;2.8;31381;0;0;1;0;1;0;0
"Asus";"Notebook";14.0;"Small";1080;1920;157;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;2.0;58288;1;0;0;0;1;0;0
"HP";"Notebook";15.6;"Moderate";768;1366;100;0;1;"Intel";"Core i7";1.8;8;"HDD";1024;0;2.1;48058;1;0;0;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";768;1366;100;0;0;"AMD";"A12-Series 9720P";2.7;8;"SSD";256;0;2.2;35111;0;1;0;0;1;0;0
"Lenovo";"Notebook";14.0;"Small";768;1366;112;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;1.4;15557;1;0;0;0;1;0;0
"Acer";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;8.2;29250;1;0;0;0;1;0;0
"Asus";"Ultrabook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;1.7;55938;0;0;1;0;1;0;0
"HP";"Ultrabook";12.5;"Small";1080;1920;176;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;1.3;71128;1;0;0;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";2160;3840;282;1;0;"Intel";"Core i7";2.8;32;"SSD";1024;0;2.1;140605;0;0;1;0;1;0;0
"MSI";"Gaming";17.3;"High";1080;1920;127;0;0;"Intel";"Core i7";2.8;8;"SSD";256;1024;2.7;63882;0;0;1;0;1;0;0
"Toshiba";"Notebook";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;2.0;50243;1;0;0;0;1;0;0
"Asus";"Notebook";14.0;"Small";1080;1920;157;0;0;"Intel";"Core i7";2.7;8;"SSD";256;1024;2.0;71075;1;0;0;0;1;0;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;1.9;23922;1;0;0;0;1;0;0
"Asus";"Gaming";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;2.5;53226;0;0;1;0;1;0;0
"HP";"Notebook";14.0;"Small";1080;1920;157;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;1.5;67559;1;0;0;0;1;0;0
"HP";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;1.8;60952;1;0;0;0;1;0;0
"Asus";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;2.0;14651;1;0;0;0;0;1;0
"Dell";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;2.0;60885;0;0;1;0;1;0;0
"Dell";"Notebook";15.6;"Moderate";768;1366;100;0;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;2.2;14646;1;0;0;0;0;1;0
"Lenovo";"Notebook";15.6;"Moderate";1080;1920;141;0;0;"AMD";"A12-Series 9720P";3.6;12;"HDD";2048;0;2.2;47898;0;1;0;0;1;0;0
"HP";"Notebook";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i3";2.4;8;"HDD";1024;0;2.1;38148;0;0;1;0;1;0;0
"Lenovo";"2 in 1 Convertible";13.9;"Small";2160;3840;317;1;1;"Intel";"Core i7";1.8;16;"SSD";512;0;1.4;111834;1;0;0;0;1;0;0
"Dell";"Ultrabook";13.3;"Small";1080;1920;166;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;1.2;84129;1;0;0;0;1;0;0
"Lenovo";"Gaming";15.6;"Moderate";1080;1920;141;0;1;"Intel";"Core i7";2.8;16;"SSD";256;2048;2.4;60153;0;0;1;0;1;0;0
"HP";"Notebook";14.0;"Small";768;1366;112;0;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;1.4;14865;1;0;0;0;1;0;0
"Dell";"Ultrabook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i7";1.9;16;"SSD";512;256;1.9;85672;1;0;0;0;1;0;0
"Asus";"2 in 1 Convertible";11.6;"Small";768;1366;135;1;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;1.5;19980;1;0;0;0;1;0;0
"Dell";"Ultrabook";15.6;"Moderate";1080;1920;141;0;0;"Intel";"Core i5";1.6;8;"HDD";1024;0;0.0;35324;0;1;0;0;1;0;0
